Activity,Period Start,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Sidewalk Survey,12/01/2014,Week,30,26.9,124,12/01/2014 - 12/07/2014
Sidewalk Survey,11/24/2014,Week,30,68.51,260,11/24/2014 - 11/30/2014
Sidewalk Survey,11/17/2014,Week,30,65.83,411,11/17/2014 - 11/23/2014
Sidewalk Survey,11/10/2014,Week,30,40.7,121,11/10/2014 - 11/16/2014
Sidewalk Survey,11/03/2014,Week,30,68.67,99,11/03/2014 - 11/09/2014
Sidewalk Survey,10/27/2014,Week,30,56.6,99,10/27/2014 - 11/02/2014
Sidewalk Survey,10/20/2014,Week,30,51.01,600,10/20/2014 - 10/26/2014
Sidewalk Survey,10/13/2014,Week,30,46.62,146,10/13/2014 - 10/19/2014
Sidewalk Survey,10/06/2014,Week,30,31.72,195,10/06/2014 - 10/12/2014
Sidewalk Survey,09/29/2014,Week,30,74.24,127,09/29/2014 - 10/05/2014
Sidewalk Survey,09/22/2014,Week,30,30.21,404,09/22/2014 - 09/28/2014
Sidewalk Survey,09/15/2014,Week,30,41.63,370,09/15/2014 - 09/21/2014
Sidewalk Survey,09/08/2014,Week,30,40.11,588,09/08/2014 - 09/14/2014
Sidewalk Survey,09/01/2014,Week,30,39.81,486,09/01/2014 - 09/07/2014
Sidewalk Survey,08/25/2014,Week,30,44.95,408,08/25/2014 - 08/31/2014
Sidewalk Survey,08/18/2014,Week,30,62.55,340,08/18/2014 - 08/24/2014
Sidewalk Survey,08/11/2014,Week,30,60.3,225,08/11/2014 - 08/17/2014
Sidewalk Survey,08/04/2014,Week,30,43.9,146,08/04/2014 - 08/10/2014
Sidewalk Survey,07/28/2014,Week,30,36.15,169,07/28/2014 - 08/03/2014
Sidewalk Survey,07/21/2014,Week,30,37.14,173,07/21/2014 - 07/27/2014
Sidewalk Survey,07/14/2014,Week,30,84.19,231,07/14/2014 - 07/20/2014
Sidewalk Survey,07/07/2014,Week,30,40.47,335,07/07/2014 - 07/13/2014
Sidewalk Survey,06/30/2014,Week,30,33.28,203,06/30/2014 - 07/06/2014
Sidewalk Survey,06/23/2014,Week,30,28.15,189,06/23/2014 - 06/29/2014
Sidewalk Survey,06/16/2014,Week,30,30.49,136,06/16/2014 - 06/22/2014
Sidewalk Survey,06/09/2014,Week,30,24.33,46,06/09/2014 - 06/15/2014
Sidewalk Survey,06/02/2014,Week,30,28.25,210,06/02/2014 - 06/08/2014
Sidewalk Survey,05/26/2014,Week,30,24.08,270,05/26/2014 - 06/01/2014
Sidewalk Survey,05/19/2014,Week,30,33.4,335,05/19/2014 - 05/25/2014
Sidewalk Survey,05/12/2014,Week,30,101.28,507,05/12/2014 - 05/18/2014
Sidewalk Survey,05/05/2014,Week,30,76.22,420,05/05/2014 - 05/11/2014
Sidewalk Survey,04/28/2014,Week,30,81.02,891,04/28/2014 - 05/04/2014
Sidewalk Survey,04/21/2014,Week,30,32.97,21,04/21/2014 - 04/27/2014
Sidewalk Survey,04/14/2014,Week,30,65.06,364,04/14/2014 - 04/20/2014
Sidewalk Survey,04/07/2014,Week,30,23.41,84,04/07/2014 - 04/13/2014
Sidewalk Survey,03/31/2014,Week,30,58,216,03/31/2014 - 04/06/2014
Sidewalk Survey,03/24/2014,Week,30,13.52,9,03/24/2014 - 03/30/2014
Sidewalk Survey,03/17/2014,Week,30,48.8,282,03/17/2014 - 03/23/2014
Sidewalk Survey,03/10/2014,Week,30,59.89,290,03/10/2014 - 03/16/2014
Sidewalk Survey,03/03/2014,Week,30,44.05,28,03/03/2014 - 03/09/2014
Sidewalk Survey,02/24/2014,Week,30,17.74,5,02/24/2014 - 03/02/2014
Sidewalk Survey,02/17/2014,Week,30,40.81,148,02/17/2014 - 02/23/2014
Sidewalk Survey,02/10/2014,Week,30,39.04,1,02/10/2014 - 02/16/2014
Sidewalk Survey,02/03/2014,Week,30,26.77,41,02/03/2014 - 02/09/2014
Sidewalk Survey,01/27/2014,Week,30,20.41,51,01/27/2014 - 02/02/2014
Sidewalk Survey,01/20/2014,Week,30,13.74,100,01/20/2014 - 01/26/2014
Sidewalk Survey,01/13/2014,Week,30,30.74,44,01/13/2014 - 01/19/2014
Sidewalk Survey,01/06/2014,Week,30,32.95,70,01/06/2014 - 01/12/2014
Sidewalk Survey,12/30/2013,Week,30,30.88,43,12/30/2013 - 01/05/2014
Sidewalk Survey,12/23/2013,Week,30,99.13,9,12/23/2013 - 12/29/2013
Sidewalk Survey,12/16/2013,Week,30,15.36,13,12/16/2013 - 12/22/2013
Sidewalk Survey,12/09/2013,Week,30,23.92,82,12/09/2013 - 12/15/2013
Sidewalk Survey,12/02/2013,Week,30,40.67,134,12/02/2013 - 12/08/2013
Sidewalk Survey,11/25/2013,Week,30,30.66,77,11/25/2013 - 12/01/2013
Sidewalk Survey,11/18/2013,Week,30,23.47,304,11/18/2013 - 11/24/2013
Sidewalk Survey,11/11/2013,Week,30,19.27,170,11/11/2013 - 11/17/2013
Sidewalk Survey,11/04/2013,Week,30,26,296,11/04/2013 - 11/10/2013
Sidewalk Survey,10/28/2013,Week,30,30.95,195,10/28/2013 - 11/03/2013
Sidewalk Survey,10/21/2013,Week,30,28.07,326,10/21/2013 - 10/27/2013
Sidewalk Survey,10/14/2013,Week,30,39.95,205,10/14/2013 - 10/20/2013
Sidewalk Survey,10/07/2013,Week,30,40.86,201,10/07/2013 - 10/13/2013
Sidewalk Survey,09/30/2013,Week,30,46.13,281,09/30/2013 - 10/06/2013
Sidewalk Survey,09/23/2013,Week,30,39.54,191,09/23/2013 - 09/29/2013
Sidewalk Survey,09/16/2013,Week,30,34.37,173,09/16/2013 - 09/22/2013
Sidewalk Survey,09/09/2013,Week,30,10.83,30,09/09/2013 - 09/15/2013
Sidewalk Survey,09/02/2013,Week,30,37.73,243,09/02/2013 - 09/08/2013
Sidewalk Survey,08/26/2013,Week,30,45.13,389,08/26/2013 - 09/01/2013
Sidewalk Survey,08/19/2013,Week,30,47,229,08/19/2013 - 08/25/2013
Sidewalk Survey,08/12/2013,Week,30,43.88,219,08/12/2013 - 08/18/2013
Sidewalk Survey,08/05/2013,Week,30,17.73,410,08/05/2013 - 08/11/2013
Sidewalk Survey,07/29/2013,Week,30,12.08,664,07/29/2013 - 08/04/2013
Sidewalk Survey,07/22/2013,Week,30,38.43,161,07/22/2013 - 07/28/2013
Sidewalk Survey,07/15/2013,Week,30,9.83,122,07/15/2013 - 07/21/2013
Sidewalk Survey,07/08/2013,Week,30,1.93,207,07/08/2013 - 07/14/2013
Sidewalk Survey,07/01/2013,Week,30,53.92,106,07/01/2013 - 07/07/2013
Sidewalk Survey,06/24/2013,Week,30,37.67,180,06/24/2013 - 06/30/2013
Sidewalk Survey,06/17/2013,Week,30,35.77,54,06/17/2013 - 06/23/2013
Sidewalk Survey,06/10/2013,Week,30,53.8,223,06/10/2013 - 06/16/2013
Sidewalk Survey,06/03/2013,Week,30,37.91,327,06/03/2013 - 06/09/2013
Sidewalk Survey,05/27/2013,Week,30,50.26,132,05/27/2013 - 06/02/2013
Sidewalk Survey,05/20/2013,Week,30,48.54,185,05/20/2013 - 05/26/2013
Sidewalk Survey,05/13/2013,Week,30,47.71,84,05/13/2013 - 05/19/2013
Sidewalk Survey,05/06/2013,Week,30,58.28,25,05/06/2013 - 05/12/2013
Sidewalk Survey,04/29/2013,Week,30,55.99,122,04/29/2013 - 05/05/2013
Sidewalk Survey,04/22/2013,Week,30,46.2,13,04/22/2013 - 04/28/2013
Sidewalk Survey,04/15/2013,Week,30,79.67,297,04/15/2013 - 04/21/2013
Sidewalk Survey,04/08/2013,Week,30,44.45,215,04/08/2013 - 04/14/2013
Sidewalk Survey,04/01/2013,Week,30,85.79,150,04/01/2013 - 04/07/2013
Sidewalk Survey,03/25/2013,Week,30,73.99,321,03/25/2013 - 03/31/2013
Sidewalk Survey,03/18/2013,Week,30,55.91,171,03/18/2013 - 03/24/2013
Sidewalk Survey,03/11/2013,Week,30,66.89,183,03/11/2013 - 03/17/2013
Sidewalk Survey,03/04/2013,Week,30,59.98,222,03/04/2013 - 03/10/2013
Sidewalk Survey,02/25/2013,Week,30,52.59,335,02/25/2013 - 03/03/2013
Sidewalk Survey,02/18/2013,Week,30,47.59,235,02/18/2013 - 02/24/2013
Sidewalk Survey,02/11/2013,Week,30,37.59,113,02/11/2013 - 02/17/2013
Sidewalk Survey,02/04/2013,Week,30,35.76,270,02/04/2013 - 02/10/2013
Sidewalk Survey,01/28/2013,Week,30,32.47,189,01/28/2013 - 02/03/2013
Sidewalk Survey,01/21/2013,Week,30,21.89,95,01/21/2013 - 01/27/2013
Sidewalk Survey,01/14/2013,Week,30,17.63,123,01/14/2013 - 01/20/2013
Sidewalk Survey,01/07/2013,Week,30,244.43,27,01/07/2013 - 01/13/2013
Sidewalk Survey,12/31/2012,Week,30,20.46,75,12/31/2012 - 01/06/2013
Sidewalk Survey,12/24/2012,Week,30,13.27,22,12/24/2012 - 12/30/2012
Sidewalk Survey,12/17/2012,Week,30,10.29,75,12/17/2012 - 12/23/2012
Sidewalk Survey,12/10/2012,Week,30,12.21,97,12/10/2012 - 12/16/2012
Sidewalk Survey,12/03/2012,Week,30,12.94,124,12/03/2012 - 12/09/2012
Sidewalk Survey,11/26/2012,Week,30,13.57,24,11/26/2012 - 12/02/2012
Sidewalk Survey,11/19/2012,Week,30,8.7,51,11/19/2012 - 11/25/2012
Sidewalk Survey,11/12/2012,Week,30,8.57,94,11/12/2012 - 11/18/2012
Sidewalk Survey,11/05/2012,Week,30,80.87,102,11/05/2012 - 11/11/2012
Sidewalk Survey,10/29/2012,Week,30,50.69,159,10/29/2012 - 11/04/2012
Sidewalk Survey,10/22/2012,Week,30,44.41,120,10/22/2012 - 10/28/2012
Sidewalk Survey,10/15/2012,Week,30,14.46,154,10/15/2012 - 10/21/2012
Sidewalk Survey,10/08/2012,Week,30,10.73,134,10/08/2012 - 10/14/2012
Sidewalk Survey,10/01/2012,Week,30,17.74,194,10/01/2012 - 10/07/2012
Sidewalk Survey,09/24/2012,Week,30,12.6,287,09/24/2012 - 09/30/2012
Sidewalk Survey,09/17/2012,Week,30,15.39,126,09/17/2012 - 09/23/2012
Sidewalk Survey,09/10/2012,Week,30,16.02,77,09/10/2012 - 09/16/2012
Sidewalk Survey,09/03/2012,Week,30,16.13,216,09/03/2012 - 09/09/2012
Sidewalk Survey,08/27/2012,Week,30,16.77,356,08/27/2012 - 09/02/2012
Sidewalk Survey,08/20/2012,Week,30,26.31,175,08/20/2012 - 08/26/2012
Sidewalk Survey,08/13/2012,Week,30,18.29,118,08/13/2012 - 08/19/2012
Sidewalk Survey,08/06/2012,Week,30,14.46,342,08/06/2012 - 08/12/2012
Sidewalk Survey,07/30/2012,Week,30,14.51,169,07/30/2012 - 08/05/2012
Sidewalk Survey,07/23/2012,Week,30,20.57,116,07/23/2012 - 07/29/2012
Sidewalk Survey,07/16/2012,Week,30,15.13,335,07/16/2012 - 07/22/2012
Sidewalk Survey,07/09/2012,Week,30,19.96,169,07/09/2012 - 07/15/2012
Sidewalk Survey,07/02/2012,Week,30,16.3,166,07/02/2012 - 07/08/2012
Sidewalk Survey,06/25/2012,Week,30,22.21,281,06/25/2012 - 07/01/2012
Sidewalk Survey,06/18/2012,Week,30,24.61,347,06/18/2012 - 06/24/2012
Sidewalk Survey,06/11/2012,Week,30,32.28,408,06/11/2012 - 06/17/2012
Sidewalk Survey,06/04/2012,Week,30,44.72,215,06/04/2012 - 06/10/2012
Sidewalk Survey,05/28/2012,Week,30,26.55,213,05/28/2012 - 06/03/2012
Sidewalk Survey,05/21/2012,Week,30,48.55,18,05/21/2012 - 05/27/2012
Sidewalk Survey,05/14/2012,Week,30,63.61,176,05/14/2012 - 05/20/2012
Sidewalk Survey,05/07/2012,Week,30,31.85,274,05/07/2012 - 05/13/2012
Sidewalk Survey,04/30/2012,Week,30,105.85,426,04/30/2012 - 05/06/2012
Sidewalk Survey,04/23/2012,Week,30,45.66,333,04/23/2012 - 04/29/2012
Sidewalk Survey,04/16/2012,Week,30,34.28,381,04/16/2012 - 04/22/2012
Sidewalk Survey,04/09/2012,Week,30,50.95,573,04/09/2012 - 04/15/2012
Sidewalk Survey,04/02/2012,Week,30,51,561,04/02/2012 - 04/08/2012
Sidewalk Survey,03/26/2012,Week,30,46.96,325,03/26/2012 - 04/01/2012
Sidewalk Survey,03/19/2012,Week,30,50.33,331,03/19/2012 - 03/25/2012
Sidewalk Survey,03/12/2012,Week,30,24.8,222,03/12/2012 - 03/18/2012
Sidewalk Survey,03/05/2012,Week,30,43.98,215,03/05/2012 - 03/11/2012
Sidewalk Survey,02/27/2012,Week,30,50.88,182,02/27/2012 - 03/04/2012
Sidewalk Survey,02/20/2012,Week,30,19.96,402,02/20/2012 - 02/26/2012
Sidewalk Survey,02/13/2012,Week,30,44.3,139,02/13/2012 - 02/19/2012
Sidewalk Survey,02/06/2012,Week,30,17.81,253,02/06/2012 - 02/12/2012
Sidewalk Survey,01/30/2012,Week,30,13.19,131,01/30/2012 - 02/05/2012
Sidewalk Survey,01/23/2012,Week,30,29,227,01/23/2012 - 01/29/2012
Sidewalk Survey,01/16/2012,Week,30,27.39,122,01/16/2012 - 01/22/2012
Sidewalk Survey,01/09/2012,Week,30,37.76,213,01/09/2012 - 01/15/2012
Sidewalk Survey,01/02/2012,Week,30,41.49,165,01/02/2012 - 01/08/2012
Sidewalk Survey,12/26/2011,Week,30,64.17,221,12/26/2011 - 01/01/2012
Sidewalk Survey,12/19/2011,Week,30,30.82,600,12/19/2011 - 12/25/2011
Sidewalk Survey,12/12/2011,Week,30,35.44,544,12/12/2011 - 12/18/2011
Sidewalk Survey,12/05/2011,Week,30,47.93,749,12/05/2011 - 12/11/2011
Sidewalk Survey,11/28/2011,Week,30,61.41,215,11/28/2011 - 12/04/2011
Sidewalk Survey,11/21/2011,Week,30,45.37,153,11/21/2011 - 11/27/2011
Sidewalk Survey,11/14/2011,Week,30,36.64,360,11/14/2011 - 11/20/2011
Sidewalk Survey,11/07/2011,Week,30,51.23,427,11/07/2011 - 11/13/2011
Sidewalk Survey,10/31/2011,Week,30,48.74,522,10/31/2011 - 11/06/2011
Sidewalk Survey,10/24/2011,Week,30,51.62,195,10/24/2011 - 10/30/2011
Sidewalk Survey,10/17/2011,Week,30,49.86,290,10/17/2011 - 10/23/2011
Sidewalk Survey,10/10/2011,Week,30,72.99,324,10/10/2011 - 10/16/2011
Sidewalk Survey,10/03/2011,Week,30,62.15,255,10/03/2011 - 10/09/2011
Sidewalk Survey,09/26/2011,Week,30,40.21,40,09/26/2011 - 10/02/2011
Sidewalk Survey,09/19/2011,Week,30,56.17,151,09/19/2011 - 09/25/2011
Sidewalk Survey,09/12/2011,Week,30,3.53,11,09/12/2011 - 09/18/2011
Sidewalk Survey,09/05/2011,Week,30,16.87,9,09/05/2011 - 09/11/2011
Sidewalk Survey,08/29/2011,Week,30,15.13,23,08/29/2011 - 09/04/2011
Sidewalk Survey,08/22/2011,Week,30,9.62,3,08/22/2011 - 08/28/2011
Sidewalk Survey,08/15/2011,Week,30,1,4,08/15/2011 - 08/21/2011
Sidewalk Survey,08/08/2011,Week,30,15.18,3,08/08/2011 - 08/14/2011
Sidewalk Survey,08/01/2011,Week,30,1,4,08/01/2011 - 08/07/2011
Sidewalk Survey,07/25/2011,Week,30,5.3,5,07/25/2011 - 07/31/2011
Sidewalk Survey,07/18/2011,Week,30,3.75,12,07/18/2011 - 07/24/2011
Sidewalk Survey,07/11/2011,Week,30,1,4,07/11/2011 - 07/17/2011
Sidewalk Survey,07/04/2011,Week,30,1,3,07/04/2011 - 07/10/2011
Sidewalk Survey,06/27/2011,Week,30,1,4,06/27/2011 - 07/03/2011
Sidewalk Survey,06/20/2011,Week,30,1.02,76,06/20/2011 - 06/26/2011
Sidewalk Survey,06/13/2011,Week,30,1.01,64,06/13/2011 - 06/19/2011
Sidewalk Survey,06/06/2011,Week,30,1,151,06/06/2011 - 06/12/2011
Sign Repair - All Other Signs,12/24/2018,Week,20,95.51,4,12/24/2018 - 12/30/2018
Sign Repair - All Other Signs,12/17/2018,Week,20,270.87,10,12/17/2018 - 12/23/2018
Sign Repair - All Other Signs,12/10/2018,Week,20,45.51,562,12/10/2018 - 12/16/2018
Sign Repair - All Other Signs,12/03/2018,Week,20,40.05,629,12/03/2018 - 12/09/2018
Sign Repair - All Other Signs,11/26/2018,Week,20,34.22,659,11/26/2018 - 12/02/2018
Sign Repair - All Other Signs,11/19/2018,Week,20,30.21,559,11/19/2018 - 11/25/2018
Sign Repair - All Other Signs,11/12/2018,Week,20,34.4,686,11/12/2018 - 11/18/2018
Sign Repair - All Other Signs,11/05/2018,Week,20,33.99,915,11/05/2018 - 11/11/2018
Sign Repair - All Other Signs,10/29/2018,Week,20,18.73,765,10/29/2018 - 11/04/2018
Sign Repair - All Other Signs,10/22/2018,Week,20,36.52,921,10/22/2018 - 10/28/2018
Sign Repair - All Other Signs,10/15/2018,Week,20,32.62,955,10/15/2018 - 10/21/2018
Sign Repair - All Other Signs,10/08/2018,Week,20,19.72,686,10/08/2018 - 10/14/2018
Sign Repair - All Other Signs,10/01/2018,Week,20,33.77,879,10/01/2018 - 10/07/2018
Sign Repair - All Other Signs,09/24/2018,Week,20,30.25,825,09/24/2018 - 09/30/2018
Sign Repair - All Other Signs,09/17/2018,Week,20,65.12,1203,09/17/2018 - 09/23/2018
Sign Repair - All Other Signs,09/10/2018,Week,20,51.32,926,09/10/2018 - 09/16/2018
Sign Repair - All Other Signs,09/03/2018,Week,20,30.18,848,09/03/2018 - 09/09/2018
Sign Repair - All Other Signs,08/27/2018,Week,20,32.23,803,08/27/2018 - 09/02/2018
Sign Repair - All Other Signs,08/20/2018,Week,20,39.68,858,08/20/2018 - 08/26/2018
Sign Repair - All Other Signs,08/13/2018,Week,20,38.14,746,08/13/2018 - 08/19/2018
Sign Repair - All Other Signs,08/06/2018,Week,20,25.8,612,08/06/2018 - 08/12/2018
Sign Repair - All Other Signs,07/30/2018,Week,20,27.86,713,07/30/2018 - 08/05/2018
Sign Repair - All Other Signs,07/23/2018,Week,20,45.75,747,07/23/2018 - 07/29/2018
Sign Repair - All Other Signs,07/16/2018,Week,20,48.23,818,07/16/2018 - 07/22/2018
Sign Repair - All Other Signs,07/09/2018,Week,20,31.37,578,07/09/2018 - 07/15/2018
Sign Repair - All Other Signs,07/02/2018,Week,20,28.27,333,07/02/2018 - 07/08/2018
Sign Repair - All Other Signs,06/25/2018,Week,20,41.69,667,06/25/2018 - 07/01/2018
Sign Repair - All Other Signs,06/18/2018,Week,20,80.64,583,06/18/2018 - 06/24/2018
Sign Repair - All Other Signs,06/11/2018,Week,20,53.75,663,06/11/2018 - 06/17/2018
Sign Repair - All Other Signs,06/04/2018,Week,20,33.34,764,06/04/2018 - 06/10/2018
Sign Repair - All Other Signs,05/28/2018,Week,20,25.32,529,05/28/2018 - 06/03/2018
Sign Repair - All Other Signs,05/21/2018,Week,20,24,719,05/21/2018 - 05/27/2018
Sign Repair - All Other Signs,05/14/2018,Week,20,12.03,785,05/14/2018 - 05/20/2018
Sign Repair - All Other Signs,05/07/2018,Week,20,23.4,527,05/07/2018 - 05/13/2018
Sign Repair - All Other Signs,04/30/2018,Week,20,24.48,583,04/30/2018 - 05/06/2018
Sign Repair - All Other Signs,04/23/2018,Week,20,11.91,540,04/23/2018 - 04/29/2018
Sign Repair - All Other Signs,04/16/2018,Week,20,27.61,654,04/16/2018 - 04/22/2018
Sign Repair - All Other Signs,04/09/2018,Week,20,25.44,771,04/09/2018 - 04/15/2018
Sign Repair - All Other Signs,04/02/2018,Week,20,22.88,710,04/02/2018 - 04/08/2018
Sign Repair - All Other Signs,03/26/2018,Week,20,10.09,652,03/26/2018 - 04/01/2018
Sign Repair - All Other Signs,03/19/2018,Week,20,4.56,354,03/19/2018 - 03/25/2018
Sign Repair - All Other Signs,03/12/2018,Week,20,5.21,672,03/12/2018 - 03/18/2018
Sign Repair - All Other Signs,03/05/2018,Week,20,7.06,295,03/05/2018 - 03/11/2018
Sign Repair - All Other Signs,02/26/2018,Week,20,45.26,407,02/26/2018 - 03/04/2018
Sign Repair - All Other Signs,02/19/2018,Week,20,50.58,371,02/19/2018 - 02/25/2018
Sign Repair - All Other Signs,02/12/2018,Week,20,44.6,412,02/12/2018 - 02/18/2018
Sign Repair - All Other Signs,02/05/2018,Week,20,48.63,390,02/05/2018 - 02/11/2018
Sign Repair - All Other Signs,01/29/2018,Week,20,32.31,450,01/29/2018 - 02/04/2018
Sign Repair - All Other Signs,01/22/2018,Week,20,23.83,436,01/22/2018 - 01/28/2018
Sign Repair - All Other Signs,01/15/2018,Week,20,49.05,329,01/15/2018 - 01/21/2018
Sign Repair - All Other Signs,01/08/2018,Week,20,36.32,666,01/08/2018 - 01/14/2018
Sign Repair - All Other Signs,01/01/2018,Week,20,35.21,313,01/01/2018 - 01/07/2018
Sign Repair - All Other Signs,12/25/2017,Week,20,11.52,417,12/25/2017 - 12/31/2017
Sign Repair - All Other Signs,12/18/2017,Week,20,15.65,419,12/18/2017 - 12/24/2017
Sign Repair - All Other Signs,12/11/2017,Week,20,14.03,656,12/11/2017 - 12/17/2017
Sign Repair - All Other Signs,12/04/2017,Week,20,5.54,811,12/04/2017 - 12/10/2017
Sign Repair - All Other Signs,11/27/2017,Week,20,11.57,978,11/27/2017 - 12/03/2017
